,tweet,hate_speech,offensive_language,neither,class
22191,these bitches irritating,0,1,0,1
22192,these bitches is crazy,0,1,0,1
22193,these bitches is wild,0,1,0,1
22194,these bitches loud for no reason,0,1,0,1
22195,these bitches love me. these niggas copy,0,1,0,1
22196,these bitches love soda,0,1,0,1
22197,these bitches love sodaa,0,1,0,1
22198,these bitches man they love to harass,0,1,0,1
22199,these bitches need to get out of bed and i'll make them cheeseburgers (: #imahomie,0,1,0,1
22200,these bitches really be out here on backpage hoe-ing <sym> <sym> <sym>  watch yo bitch she could be on there !,0,1,0,1
22201,these bitches really love soda out here,0,1,0,1
22202,these bitches really marry to some rich ass niggas,1,1,0,1
22203,these bitches smell like fish <sym> ,0,1,0,1
22204,these bitches so broke instead of go get it they quick to go ask for somethin,0,1,0,1
22205,these bitches so redundant,0,1,0,1
22206,these bitches talking shit but they whisper it?,0,1,0,1
22207,these bitches think they know snap. ha bitch i am snap,0,1,0,1
22208,these bitches want the next best thing,0,1,0,1
22209,"these bitches washed up, ain't no soap involved.",0,1,0,1
22210,these brownies are bomb!!!!!!!!! <url>,0,1,1,2
22211,these brownies <url>,0,0,1,2
22212,these bum ass bitches on my block drawin<sym> ,0,1,0,1
22213,these celebrity niggas be passing these kardashian hoes around monthly,0,1,0,1
22214,these cheetos taste likka steak right nah boy these bitches going dumb!!,1,1,0,1
22215,these chicks use what they got to get what they want. bunch of ronnie &amp; trickz ass hoes.,0,1,0,1
22216,"these chubby hoes are always on a ""diet""......",0,1,1,1
22217,these customers are fucking crazy this bitch said god will smite me because her dumbass locked herself out of her account.,0,1,0,1
22218,these days bitches be just letting anyone hit raw !!,0,1,0,1
22219,these fat hoes think they slick posting neck up pics and shit,0,1,0,1
22220,these girls eyebrows make them look like 2$ hoes walking down fib,0,1,0,1
22221,these girls going to school with all kind og aquatic colored weaves in their head.fuck going on?,0,1,0,1
22222,these groupie bitches wild enough to suck a babies dick,0,1,0,1
22223,these ho%e$ for everybody just like these niggahs for everybody! a hoe gone be a hoe regardless and (cont) <url>,1,1,0,1
22224,these hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca,0,1,0,1
22225,these hoe niggas havnt seen half of me. #2chainz,1,1,0,1
22226,these hoes a fool too <url>,0,1,0,1
22227,these hoes a smash on one of yo niggas and be very proud,1,1,0,1
22228,these hoes ain't got nothing on ya,0,1,0,1
22230,these hoes ain't loyal <sym> ,0,1,1,1
22231,these hoes ain't loyal <sym> ,0,1,0,1
22232,these hoes ain't loyal <user><sym> <sym> ,0,1,0,1
22233,these hoes ain't loyal <user> man thats the realest shirt i seen tonight. a chick with a flip phone robbed me,0,1,0,1
22234,these hoes ain't loyal naya rivera got married three months after breaking up with big sean: <url>,0,1,0,1
22235,these hoes ain't loyal and niggas ain't either,1,1,0,1
22236,these hoes ain't loyal#,0,1,0,1
22237,these hoes ain't loyal...,1,1,0,1
22238,these hoes ain't loyallll,0,1,0,1
22239,these hoes ain't shit i ain't tripping off a thot... ion like conversation you gone let me fuck or not,0,1,0,1
22240,these hoes ain't yours it's just yo turn #<sym> <sym>  u hear me?,0,1,0,1
22242,these hoes aint loyal <sym> ,0,1,0,1
22243,these hoes aint yours,0,1,0,1
22244,these hoes always gone thot around to who ever give them attention at the time,0,1,0,1
22245,these hoes are hilarious these days <sym> <sym> ,0,1,1,1
22246,these hoes be actin up and these niccas be actin tough! <sym> ,1,1,0,1
22247,these hoes be boof smh,0,1,0,1
22248,these hoes be busting nuts when they get a rt,0,1,0,1
22249,"these hoes be flawgen i swear bruh, a nigga dont want yall",0,1,0,1
22250,these hoes be lying to all of us nigga i got news for the monogamous niggas yo bitch fucking anonymous niggas!!!,1,1,0,0
22251,these hoes be thirsty for attention,0,1,0,1
22252,these hoes be trying 2much doing 2much,0,1,0,1
22253,these hoes cant fuck wit you,0,1,0,1
22254,these hoes crazy yo.,0,1,0,1
22255,these hoes don't get me in my feelings one bit.,0,1,1,1
22256,these hoes don't like a nigga they love my money these niggas don't like a nigga they all want some'n! <url>,1,1,0,1
22257,these hoes everybody hoes lol go at any bitch bet u get her easy !,0,1,0,1
22258,these hoes get thick n fat confused way more than often!!!!!!!!,0,1,0,1
22259,these hoes gettin replaced soon as they start to fuck wit my cheques,0,1,0,1
22260,these hoes getting outta hand #mane,0,1,0,1
22261,these hoes getting smart gotta watch them,0,1,0,1
22262,these hoes going broke trying to look rich. act your wage!,0,1,1,1
22263,these hoes got more bodies than a cemetery<sym> <sym> <sym> .,1,1,0,1
22264,these hoes gotta pay for my company!,0,1,0,1
22265,these hoes here mane. you are what you let inside you. remember.,1,1,0,1
22266,these hoes is lost <user> hahaha how much you wanna bet she don't get the job lmao,0,1,0,1
22267,these hoes kno bout me,0,1,0,1
22268,these hoes need jesus y'all.,0,1,0,1
22269,these hoes need to stop hittin blunts and hit the gym unhealthy mfs <sym> <sym> <sym> ,0,1,1,1
22270,these hoes needa stop tryna split relationships and get they're own damn man,0,1,0,1
22271,these hoes out here be goin up !!!!!!!! but we not at you bitches that's what hoes do !,0,1,0,1
22272,these hoes out here beefing bout as important as these hoes out here queefing. y'all blowing vaginal wind back &amp; forth. stfu &amp; get money!,0,1,0,1
22273,"these hoes out here carrying infections, yaw niggas better rap up w/ dat latex! haha",1,1,0,1
22274,these hoes pickin and choosin.. that's why these niggas stickin and movin,0,1,0,1
22275,these hoes really make me laugh lol,0,1,1,1
22276,these hoes say i'm too much. i think i'm too much,0,1,0,1
22277,these hoes soo <sym> <sym> ,0,1,0,1
22278,these hoes swear their faithful,1,1,0,1
22279,these hoes they be homie hopping !!!! but idgf ain't no fun if tha homies can't have nun !!!!!!!! go up then,0,1,0,1
22280,these hoes they loving the crewwww <sym> ,0,1,1,1
22281,these hoes want love so bad <sym> <sym> <sym> <sym> ,0,1,0,1
22282,these hoes was just really fighting ova some rally's tho on 30th<sym> <sym> ,0,1,0,1
22283,these hoes will be exposed!!,0,1,1,1
22284,these hoes worried bout the wrong things in life,1,1,0,1
22285,these infected ass hoes think its okay to talk to other ppl boyfriend. like that's not funny nor cute to pussy hop all over the place,1,1,0,1
22286,these kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down,0,1,0,1
22287,these la bitches thirsty for a hit single,0,1,0,1
22288,these lame bitches don't have a fighting chance....!,0,1,0,1
22289,these lil hoes sitting across da way too fuckin loud. like damn hoe your sittin less than 2 feet from each other shut the hell up,0,1,0,1
22290,these lil niggas can't hang big shit poppin bitch and big my first name,0,1,0,1
22291,"these little girls at simons were telling me they like my huf socks, bitch go home &amp; do your homework",0,1,0,1
22292,these new bottoms are something else... you put nair on your pussy for the gram? ok <url>,0,1,0,1
22293,these niccas sangin on dey partnas witout a grammy award,1,1,0,1
22294,these niccas want war give me what you got #wethelastonesleft #umightnotgetin #beerandtacos <url>,1,1,1,1
22295,these niggas ain't shit but hoes with tricks,1,1,0,1
22296,these niggas be actin like bitches,0,1,0,1
22297,these niggas cars be $800 and they have the nerve to put some 2500 rims and some speakers in the bitch,0,1,0,1
22298,"these niggas designing these bitches, they got zippers on hoes",0,1,0,1
22299,these niggas groupies they act worse than these hoes do,1,1,0,1
22300,these niggas pillow talkin thats hoe shit,0,1,0,1
22301,these niggas pure pussy i see it in they faces,0,1,0,1
22302,these niggas rather love these hoes then get money smh what the fuck wrong with these niggas,1,1,0,1
22303,these niggas retarded... lmfaoo,1,1,0,0
22304,these niggas run they mouth like bitches,0,1,0,1
22306,"these nigs is haters man, and i've made myself so easy to luv",0,1,0,1
22307,these nigs like saying they miss the old vice,0,1,0,1
22308,these parents nd giving they kids ghetto ass names ronkieshietta. bro are you serious?? that tipped the scale fa me,1,1,0,1
22309,these peanut butter brownies bout to give me life too! <sym> ,0,0,1,2
22310,these people are fags.,1,1,0,0
22311,these people at jury selection are retarded,1,1,0,1
22312,these ratchet hoes are something else this school smells like a fucking zoo,0,1,0,1
22313,"these rednecks around here won't like that shit...put that wall up, they say",1,1,0,1
22314,these shoes are going to be a bitch to break in tomorrow,0,1,0,1
22315,"these side bitches will wait til they know u wit ya lady to text u ""hey boo"" bitch gtfoh",0,1,0,1
22316,these side bitches winning son ...,0,1,0,1
22317,these smoking commercials be blowing me. like bitch it's yo fault yo child was premature shouldn't have been smoking while you was pregnant,0,1,0,1
22318,"these sons of bitches came into his chruch, threatened to kill him",0,1,0,1
22319,"these women ain't shit but hoes w/ tricks , baby boy i'm different <sym> <sym> ",0,1,0,1
22320,these women ain't shit but hoes w/ tricks ; babygirl you different <sym> <sym> ,0,1,0,1
22321,they are mostly restaurants. i'm a fat ho. if you have more than 20 contacts in your phone you a hoe,1,1,0,1
22322,"they be looking at tom brady while he going off on tge sidelines like, whatever bitch. lol",0,1,0,1
22323,they bitches i will penetrate you introduced me to your bitch,0,1,0,1
22324,they call me chief weak bitch,0,1,0,1
22325,they come out charlie sheen... they come out coupe machine <user>,0,1,1,2
22326,they come to you out of the blue. they make others see red and green with envy. they aren't always black or white. you're not yellow luckily,0,0,1,2
22327,they didn't lose the city. red sox fans are bandwagon fans just like yankee fan. #morningjoe,0,0,1,2
22328,they do the pussy good,0,1,0,1
22329,"they fail to realize ion want ""friends"" bitches switch up quiccer than i change the channel <sym> ",1,1,0,1
22330,"they get attitudes like bitches too , i think some of yall niggas need a bra and panties",0,1,0,1
22331,they got david taking out the trash <sym> <sym> <sym> <sym> ,0,1,1,2
22332,they got some trashy ass hoes out here,1,1,0,1
22333,they got the redskins faking injuries,0,0,1,2
22334,they gotta keep the name raiders tho they better not change it to some hillbilly ass texas name,0,1,0,1
22335,"they had a steak category. 

ran that bitch like a busto.",0,1,0,1
22336,"they hardly get sex...so when the opportunity of sick presents itself, their giving you some pussy...and boy are they generous",0,1,0,1
22337,"they hating on you, because they know you bad, must be doing something right , if you got these bitches mad.!",0,1,0,1
22338,they have a clumsy bird too lol what is life,0,0,1,2
22339,"they hoes ain't loyal, they rotate!",0,1,0,1
22340,they love me at the place i bring my car to.....i don't know why spanish men love me... sometimes i do look like a guala though lol,0,1,1,2
22341,they make sure they have these reality shows lined up for you hoes.they won't leave you high and dry.,0,1,0,1
22342,they must be russian birds! russian birds are known for invading chiminea. <user> <user>,0,0,1,2
22343,they really should expand this bitch with all the money,0,1,0,1
22344,they rude i wish you bitches would stop calling while i'm trying to get dicked down by your nigga <sym> ,0,1,0,1
22345,they say i wouldn't make it now them same bitches is calling my cellular,0,1,0,1
22346,they say life is what you make it bitch but i'm just tryna make it .. straight up,0,1,0,1
22347,"they say numbers dont lie, bitch im not the 1",0,1,0,1
22348,they say one man's trash is the next man's treasure. where one finds pain the next might find pleasure.,0,0,1,2
22349,they say our state bird is rare...i literally see one at least once a day,0,0,1,2
22350,they should free all da real niccas n give the snitches da time,0,1,0,1
22351,they should have never gave a cracker a transmitter!!!!!! <user> will flip when he sees this. <url>,1,1,0,0
22352,they slut for me they kill for me they steal for me and of course it'll be yo cash and i'll murder that bitch send the body back to yo ass,1,1,0,0
22353,they some bitch ass niggas,0,1,0,1
22354,they thought i wouldn't make it pussy nigga we made it,0,1,0,1
22355,"they told me to fuc wit bitches but never trust em 
they told me they my niggas but i never trust em",1,1,0,1
22356,they took it there bro you know i'm civil. <user> wait a minute! lol. don't get ghetto v!,0,1,1,2
22357,"they trying to hoe todd gurley, johnny manziel signed them helmets and got off but suspend gurley the rest of season",0,1,1,2
22358,they trynna hoe geno td throw,0,1,0,1
22359,they updated wukong's new splash so it doesn't look so fucking retarded,0,1,0,1
22360,they use to call my mom japs when she was younger. lol asian racial slurs.,0,1,1,2
22361,"they were taking a picture and i saw a bird fly past and i was like, oh bird! <user>",0,0,1,2
22362,"they wouldn't let me use my old picture cause my hair was flawless<sym> . the woman at the front desk said i wouldn't have to retake, hatin' hoes",0,1,0,1
22363,they're calling it #sandy because the wind is going to make a lot girls clams really sandy,0,1,0,1
22364,thick bitch on here tried to front on me earlier...,0,1,0,1
22365,thick bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0,1,0,1
22366,thing that made me feel old today: tori amos is 50.,0,0,1,2
22367,think it's okay to take my property and break it? fuck you bitch,1,1,0,0
22368,thinking about getting my nips pierced...,0,1,1,1
22369,"thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",0,1,1,2
22370,thinking about trying to get pussy like.....@trestiffer <url>,0,1,0,1
22371,thinking bout gettin 500$ put on my ears cuz i'm getting money bitch,0,1,0,1
22372,thinking bout those oysters at the gator bait tho<sym> ,0,0,1,2
22373,thinking that i care dont give a fuck bout you think ! <sym>  #wop,0,1,0,1
22374,"thinking you're the godfather of maddiston lol, you're the fucking wee bitch man. if you've got a problem come to mine, al snap ur spine.",1,1,0,1
22375,thirsty ass bitch don't sweat me,0,1,0,1
22376,thirsty bitches&lt;&lt;&lt;&lt; not attractive,0,1,0,1
22377,thirsty fo da bitches saggin my pants n shit ... shit i paid this much for the belt i betta crack a bitch,0,1,0,1
22378,"this ""deb"" women at my eye appointment.. bitch",1,1,0,1
22379,this 103 weather is a bitch,0,1,0,1
22380,this 8 yr old on #masterchefjunior made my chicken look like trash.,0,0,1,2
22381,this 8am biology lab ain't no hoe <sym> <sym> ,0,1,0,1
22382,"this amish bitch was rockin gucci and her man was smokin a e-cig. smh fake ass ""amish"" ass bish!",1,1,0,1
22383,"this billy crystal tribute to derek jeter is crazy. i hate the yankees, but man... derek jeter.... #re2pect",0,0,1,2
22384,this charlie murder game is pretty dope #xbla,0,1,1,2
22385,this houston traffic ain't no hoe these mf must not work,0,1,1,1
22386,"this isn't murica, charlie brown. #rejectedpeanutsspecials",0,0,1,2
22387,this lil fraudulent bitch had the nerve to call my phone talking crazy bout how she get down nd puts<sym>  <url>,0,1,0,1
22388,this mexican bitch almost just hit me with her car and she sped over the speed bump just so she could do it omfg,1,1,0,1
22389,this o6 just caught me talking to a bird and that was pretty embarrassing,0,0,1,2
22390,this uncle tom mother fucking wants to invoke 3/5 a man in his speech? dude you ain't white no matter how much... <url>,1,1,0,1
22391,this van cleef and arples bitch at starbucks needs to back the fuck up out of my space in line,0,1,0,1
22392,"this ain't no bitch ass boom bap, it's click clack move back.",0,1,0,1
22393,this ain't no mf <url> bitch ass.,0,1,0,1
22394,this art shit lives forever bitch! keep the change!,0,1,0,1
22395,this being sick is for the birds.,0,0,1,2
22396,this being single shit is really trash especially when you ain't got nobody to text after midnight,0,1,0,1
22397,"this being too sick to function is for the birds ! i was starting to feel slightly better earlier,now i feel like death again!",0,0,1,2
22398,this biatch just called me a bitch <sym> <sym> ,0,1,0,1
22399,this bih stay in this ghetto ass neighborhood,0,1,0,1
22400,this bitch <user> <sym> <sym> <sym>  <url>,0,1,0,1
22401,this bitch <user> just called me a bougie whore tho! <sym> <sym> <sym> <sym>  ol angry bird! lmao,0,1,0,1
22402,this bitch <user> buys sparkling water.,0,1,1,2
22403,this bitch gmfu.,0,1,0,1
22404,this bitch rihanna is on some dust or something,0,1,0,1
22405,this bitch thincc she dress coding me <sym> <sym> <sym> ,0,1,1,2
22406,this bitch almost lost her life,0,1,0,1
22407,this bitch always got shit to say about what other people like,0,1,0,1
22408,this bitch and her cankles,0,1,0,1
22409,this bitch ask me why i dont hit her up.and that i dont talk to her....bitch want me to hit her up so she can ignore or respond hours later,1,1,0,1
22410,"this bitch asked why pants sagg , cuz dey tryna hold my bandz up <sym> <sym> <sym> ",0,1,0,1
22411,this bitch at the gas station offered me head for $20 <sym> <sym> <sym> ,0,1,0,1
22412,this bitch backed into my car twice.. not once but 2 times.,0,1,0,1
22413,this bitch bout to make me commit murder <sym> <sym> <sym> ,0,1,0,1
22414,this bitch brought her toothbrush. okay? <user>,0,1,0,1
22415,"this bitch brought me my food and said ""surprise"". thirsty bitch.",0,1,0,1
22416,this bitch come home wit a attitude. bitch go yo ass bacc to work ah sum fucc.,0,1,0,1
22417,this bitch compared dicks to pencils get sharpened ... like don't as you sharpen a pencil it becomes more useful,0,1,0,1
22418,this bitch couldn't pull a ugly desperate dike if she wanted,1,1,0,1
22419,this bitch crazy,0,1,0,1
22420,this bitch done blew my high,1,1,0,1
22421,this bitch done blew my high and i was high off all of these drugs,0,1,0,1
22422,"this bitch fell straight through the chair... im high, of course i laughed..



even if i wasn't i would've still laughed.",0,1,0,1
22423,"this bitch forehead. hairline. who lied to her &amp; approved this shit <sym> <sym> <sym>  https://t.co/8madf35zxe""",1,1,0,1
22424,this bitch gone ask is we closed <sym> i said naw we just ain't pay the lightbill this month yea bitch we closed!! get tf out,0,1,0,1
22425,this bitch gonna steal a police uniform and think she has some authority. i say we pop the trunk on her bitch ass. #thewalkingdead,0,1,0,1
22426,this bitch got arrested on her wedding night for ordering $650 worth of food and didnt pay.. shouldve ate the 2 for 20 at applebees.,0,1,1,1
22427,this bitch got zero kills and yet got a legendary enngram?!!!! what the absolute fuck?!!!!!,0,1,0,1
22428,this bitch had horseradish ponytail today she. dyed her bald head ass hair red and put that bitch in a pony tail smh,0,1,0,1
22429,this bitch has two jobs and is starting school on the 26th. #fuckwhatyouheard,0,1,0,1
22430,this bitch in 7-11 wit hella face tats. she a female duddy <sym> ,0,1,0,1
22431,this bitch in here putting long lashes on like a 3abde,1,1,0,1
22432,"this bitch in ma bed got double d's that shake. ass like trina, when i smack her ass it shake. #game #shake #2013shit #tune #hornyfuck",0,1,0,1
22433,this bitch instating and driving...<sym>  for me,0,1,0,1
22434,this bitch is crying <url>,0,1,0,1
22435,this bitch is earning 6 figures for shaking ass? i'm so done <sym> ,0,1,0,1
22436,this bitch is mad because her man cheated but she cheated too!!!! why you mad?!!!,0,1,0,1
22437,this bitch is nasty,0,1,0,1
22438,this bitch is raising my anxiety just by sitting next to her.,0,1,0,1
22439,this bitch is really geeking in my messages <sym> <sym> <sym> ,0,1,0,1
22440,"this bitch is really gonna sit here and tell me i need a parent w me at the doctors even if i'm 18 <sym> <sym> <sym>  uh, no",0,1,0,1
22441,this bitch is so annoying<sym> <sym> ,0,1,0,1
22442,this bitch is stupid. -.-; anti feminist: <url> via <user> #dumbass #blndsundoll4mj,1,1,0,1
22443,"this bitch is talking to herself who the fuck does that, bitch u need help with yo im hearing vocies in my head, #lockthatbitchup..",0,1,0,1
22444,this bitch is tryna start shit at denny's asking us if we took a picture of them lmfao bitch whut,0,1,0,1
22445,this bitch is wearing an angry birds sweater #judgepeopleatschoolday,0,1,0,1
22446,this bitch isn't pretty? she's just showing off her body in pictures. she's nasty.,0,1,0,1
22447,this bitch just chillin <url>,0,1,0,1
22448,this bitch just said lorde is rock... no,0,1,0,1
22449,this bitch just texted me baby baby you miss me,0,1,0,1
22450,this bitch just texted me out the blue bout want see her butt.,0,1,0,1
22451,this bitch keep looking is she choosing me or nah,1,1,0,1
22452,this bitch keep playin wit my hair like she dont got her own.,0,1,0,1
22453,this bitch kicked me out,0,1,0,1
22454,this bitch literally just pulled a whopper from her fanny pack #america,1,1,0,1
22455,"this bitch literally just said ""normal people shouldn't work out in this gym because so many body builders workout here""",0,1,0,1
22456,"this bitch lmao ""steve wilkos be goin on mfs <sym> <sym> "" https://t.co/agqwqzwtzx",0,1,1,1
22457,this bitch look like kurt cobain older bro,0,1,1,1
22458,this bitch looks like a tranny tho.,1,1,0,1
22459,this bitch love me long time i dont know why she wouldnt,0,1,0,1
22460,this bitch lying to me <sym> <sym> ,0,1,0,1
22461,this bitch mentioned dr. ruff...i'm done.,0,1,0,1
22462,this bitch needs to get slapped <user> <url>,1,1,0,1
22463,this bitch needs to turn off her shitty music <sym> ,0,1,0,1
22464,this bitch on maury got 11 baby daddy's!,1,1,0,1
22465,this bitch pregnant again <sym> <sym> <sym> ,0,1,0,1
22466,this bitch really has no filter <sym> ,0,1,0,1
22467,"this bitch said "" which one are you "" lmaooo i hate her !",0,1,0,1
22468,"this bitch said ""use my titties as a punchin bag"" 0-/-&lt;",0,1,0,1
22469,this bitch said i look like the type to do a lot of cocaine <sym> ,0,1,0,1
22470,this bitch said she'll do something strange for some change,0,1,0,1
22471,this bitch says she's got 150% in school... what the fuck is that bullshit,0,1,0,1
22472,this bitch showed me it &amp; if y'all every seen that low budget piece shit that muthafuckin clown scary then a hoe,0,1,0,1
22473,this bitch slow playin like the fuckkk,0,1,0,1
22474,this bitch so ratchet,0,1,0,1
22475,this bitch takes bitch to another level,0,1,0,1
22476,this bitch think i want her i'm in love wit da gwap. <sym> <sym> <sym> <sym>  <url>,1,1,0,1
22477,this bitch think she cool with her jordan 6 rings get the fuck on.,0,1,0,1
22478,this bitch think she fancy with her old ass c-class get the fuck on,0,1,0,1
22479,this bitch thought the hot sauce was bbq sauce. who tf puts bbq sauce in their tacos to begin with?! <sym> <sym> <sym> ,0,1,0,1
22480,this bitch took her damn eye out like it was a contact! <sym> <sym> ,0,1,0,1
22481,this bitch tryna eat peanuts i'm tryna eat steak an shit bitch don't know nothing about grindin,0,1,0,1
22482,"this bitch tweeted ""brb gonna take a shower"" 2minutes later ""back"" ...get yo nasty ass back in that shower!",0,1,0,1
22483,this bitch tweets been on point the few minutes i been on.,0,1,0,1
22484,"this bitch wanna smoke all of my weed,",0,1,0,1
22485,this bitch weave game serious https://t.co/drknioe6vh,0,1,0,1
22486,this bitch!,0,1,0,1
22487,"this bitches need to get it right , your so wid it",0,1,0,1
22488,this bitches voice <sym> <sym> <sym> ,0,1,0,1
22489,this bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk <url>,0,1,1,2
22490,this brownies bro,0,0,1,2
22491,this car has two registration tags. both yellow. one for 2014 &amp; one for 2005. wth <url>,0,0,1,2
22492,this chick looks like she straight up took a colored pencil to her eyebrows #thatshitdoesntlookgood,0,1,0,1
22493,this class ghetto as hell,0,1,0,1
22494,this cowboys an redskins game was a hell of a game,0,0,1,2
22495,"this does create a slippery slope tho , players gonna have to watch they mouth too , no tolerance for ignorance anymore",0,0,1,2
22496,this dude fell cuz he was looking at these bitches in the car.<sym> <sym> <sym> <sym> <sym> <sym> ,0,1,0,1
22497,this dumb berk drives in circles through town on his bright yellow cycle with music blaring incredibly<sym>  <url>,1,0,1,2
22498,"this faggot in a truck was tailgating me, so i hit my breaks, he cut me off i switched lanes he cuts me off again to be a little biatch then",1,1,0,1
22499,"this fat bitch got all huffy cause she took too long to make her turn, so i took it, so she mouthed off to me<sym> <sym> <sym>  #girlbye<sym> ",0,1,0,1
22500,"this fat bitch is wearing these ugly ass jesus sandals, and her big ass feet are overlapping the damn things.",0,1,0,1
22501,"this fat bitch just said ""next time don't forget my potato chips"" <sym> <sym> ",0,1,0,1
22502,this fat bitch turnt for some ice cream not gon lie i would be too https://t.co/e6fiisiizw,0,1,0,1
22503,this flappy bird game addicting .,0,0,1,2
22504,this foo came to the club wit his bitch on a leash <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym>  https://t.co/wc4ub0un6b,0,1,0,1
22505,this fuckin bird <url>,0,1,0,1
22506,this fucking little bitch landed on me in the car and really thought i wouldn't kill him.. <url>,0,1,0,1
22507,this fuzzy wuzzy kitten wants to know how a raven is like a writing desk. find out why here <sym>  <url> <url>,0,0,1,2
22508,this game on some shit!! haha playing that hoe high had me and my nigggs trippen haha,0,1,0,1
22509,this game pissing me off including that bitch,0,1,0,1
22510,this girl asked me why i call girl bitches? why not? they go out with panties on basically and brag about how good they are sucking dick,0,1,0,1
22511,this girl is retarded,1,1,0,0
22512,this girl is the nastiest skank bitch i've ever met. do not trust her. she is a fugly slut <url>,1,1,0,1
22513,"this girl legit looks like a pig, kiss imik you bitch",0,1,0,1
22514,this guy is 100% retarded.,0,1,0,1
22515,"this guy is nits<sym> <user>: i learn new things every day, u the only one still talkin bout jim crow. there go that republican hypocrisy<sym> ",0,1,1,2
22516,this hairstylist in the mall gone ask nesha wats under that beenie this bitch said her momma lmfaoooo,0,1,0,1
22517,this hangover a bitch. <sym> ,0,1,0,1
22518,this headache is a bitch <sym> <sym> ,0,1,0,1
22519,this hoe car smell like nigga let off a sweet potato bomb in her shit!,1,1,0,1
22520,this hoe got 10 seconds to get the hell up outta my face before i set that weave on fire..,1,1,0,1
22521,this hoe got a gf but complain about life like is she hitting you right ?,0,1,0,1
22522,this hoe in here 6months pregnant man take yo ass home,0,1,0,1
22523,this hoe loud...,0,1,0,1
22524,this hoe reathie be tripping <sym> <sym> <sym> <sym> ,0,1,1,1
22525,"this hoe straight up disappeared on me, like where did you go ?",0,1,0,1
22526,this hoe taken by the world smh,0,1,1,1
22527,this hot ass black girl from twitter goes to wohs lol. that's cray. i thought she was some alias ass bitch from miles away,0,1,0,1
22528,this hot chocolate and famous amos too bomb right now,0,0,1,2
22529,this how most of yall side hoes gone look on valentines day!! lol <url>,0,1,0,1
22530,this ignorant bitch on msnbc said police have no training on their weapons. smh,0,1,0,1
22531,this is exactly why i don't tell this bitch shit !,1,1,0,1
22532,"this is marco's lotion, and he got mad that i told him that he smells like a bitch <url>",0,1,0,1
22533,this is a long yellow for a bunch of track sweeping. not a ton have taken opportunities to pit. #indycar #goprograndprix,0,1,1,2
22534,"this is a sexy tweet. with a 6-0 lead, #yankees turn to matt thornton to finish off the red sox in the 9th.",0,0,1,2
22535,this is better than flappy bird.<sym> <sym>  #falloutbird <url>,0,0,1,2
22536,"this is exactly why bitches end up dead told him to stop fucking with me , i hope it rain bitch. <url>",1,1,0,1
22537,this is fucked up lmao #whore #bitch which one are you? #cheaters better go to maaco #dead <url>,0,1,0,1
22538,this is fucking retarded,0,1,0,1
22539,"this is fucking trash. drake is jewish too so young money is the 3rd reich now?

https://t.co/donsgdptvr",0,1,1,1
22540,this is great rt <user> loser &amp; coward <user> grabbed my iphone and threw it in the street. he's a pussy. <url>,0,1,0,1
22541,this is how im asking my bitch to prom or for her to marry me <sym>  guareenteed yes <url>,0,1,0,1
22542,this is how you know lhs is ghetto. <url>,0,1,1,1
22543,"this is my ""sup bitches"" face <url>",0,1,0,1
22544,this is no excuse to call me bitch? you got caught. stop.,0,1,0,1
22545,this is really for <user> <user> exploding giant yellow ducks. you<sym> ll appreciate this: <url>,0,0,1,2
22546,this is so much fun! <sym> <sym>  #1ubb #1ndiana #hoosiers #hoosierdaddy,0,0,1,2
22548,this is true... charlie clips the coldest battle rapper doing it. no debating!!!,0,0,1,2
22549,this is why <user> is a dumb ass hoe <url>,0,1,0,1
22550,this is why my mother isn't allowed to make brownies <url>,0,0,1,2
22551,this is why no one likes you. because you're a bitch. and a slut.,0,1,0,1
22552,this is why nothing gets done. morons like coburn trying 2 ad a gun amendment 2 a public works bill. push back on the #teabagger #morningjoe,0,0,1,2
22553,this is why people are lucky they only deal with customers over the phone. there'd be a lot of choked out bitches if this was done in person,0,1,0,1
22554,this just in: don't trust these hoes <url>,0,1,0,1
22555,this kid <user> straight watched a bitch eat her own bloody tampon #fucksamattawithyou,0,1,0,1
22556,this kid looks like a retard when he tries hiding his phone... so obvious,1,1,0,0
22557,this knicks game is so retarded right now smh,0,1,1,1
22558,this lame azz napk nigga always talking bout he be the reason there always yellow tape upk in the turf<sym>  <url>,0,1,0,1
22559,this lil thot bitch really tried to run game on me,0,1,0,1
22560,this lit bitch jayonna in the class im an aide in is sooo funny,0,1,0,1
22561,this little bastard comes unto spinelli's all the time just to do his little wigger rap thinh and try to say it at me like i'm gonna die <sym> ,1,1,0,1
22562,this ma niggah <user> <sym> ,0,1,0,1
22563,this man wimp gotta be drunk he know damn well he dont fw no hoes!! <sym> <sym> ,0,1,0,1
22564,"this mint brownies recipe is made with almond flour, coconut palm sugar, coconut oil, and coconut mi <url>",0,0,1,2
